node,lan,text
Q15292539,en,Figure skating at the 2014 Winter Olympics – Men's singles
Q171956,en,1970 Monaco Grand Prix
Q54405,en,1983 Brazilian Grand Prix
Q599379,en,1983 United States Grand Prix West
Q221476,en,1983 French Grand Prix
Q171585,en,1983 San Marino Grand Prix
Q171936,en,1983 Monaco Grand Prix
Q20920,en,1983 Belgian Grand Prix
Q65524,en,1983 Canadian Grand Prix
Q306756,en,1983 British Grand Prix
Q173143,en,1983 German Grand Prix
Q15566,en,1983 Austrian Grand Prix
Q424080,en,1983 Dutch Grand Prix
Q362598,en,1983 Italian Grand Prix
Q220923,en,1983 European Grand Prix
Q664314,en,1983 South African Grand Prix
Q54406,en,1984 Brazilian Grand Prix
Q664354,en,1984 South African Grand Prix
Q20923,en,1984 Belgian Grand Prix
Q221484,en,1984 French Grand Prix
Q418271,en,1984 Monaco Grand Prix
Q65534,en,1984 Canadian Grand Prix
Q578129,en,1984 Detroit Grand Prix
Q596105,en,1984 Dallas Grand Prix
Q306792,en,1984 British Grand Prix
Q173135,en,1984 German Grand Prix
Q15569,en,1984 Austrian Grand Prix
Q424116,en,1984 Dutch Grand Prix
Q362628,en,1984 Italian Grand Prix
Q220956,en,1984 European Grand Prix
Q514064,en,1984 Portuguese Grand Prix
Q220962,en,1985 European Grand Prix
Q305652,en,1989 Japanese Grand Prix
Q665244,en,1993 Hungarian Grand Prix
Q36204,en,2011 Tōhoku earthquake and tsunami
Q171178,en,Fukushima Daiichi nuclear disaster
Q842357,en,Hōgen rebellion
Q944859,en,Heiji rebellion
Q737542,en,Genpei War
Q826021,en,Kenmu Restoration
Q475780,en,Siege of Osaka
Q701045,en,Donghak Peasant Revolution
Q208127,en,Battle of Tsushima
Q274498,en,1923 Great Kantō earthquake
Q477958,en,February 26 Incident
Q192055,en,Nanjing Massacre
Q153122,en,Tripartite Pact
Q700705,en,Battle of Saipan
Q192660,en,Battle of Okinawa
Q8420,en,1964 Summer Olympics
Q694604,en,Treaty of Mutual Cooperation and Security Between the United States and Japan
Q131969,en,Battle of Thermopylae
Q655187,en,FIS Nordic World Ski Championships 2005
Q14689,en,Battle on the Ice
Q853754,en,Battle of Saule
Q163780,en,Slovak National Uprising
Q785043,en,1946 Cannes Film Festival
Q1045972,en,2002 Cannes Film Festival
Q193695,en,The Wizard of Oz (1939 film)
Q177918,en,First Balkan War
Q122371,en,Treaty of Brest-Litovsk
Q31900,en,Battle of Marathon
Q753149,en,1986 African Cup of Nations
Q203225,en,Battle of Stamford Bridge
Q652320,en,Battle of Toulouse (721)
Q17009,en,Poitou-Charentes
Q154001,en,Council of Constance
Q199924,en,Eurovision Song Contest 1959
Q200794,en,Eurovision Song Contest 1961
Q924797,en,1947 Cannes Film Festival
Q16987,en,Nord-Pas-de-Calais
Q154720,en,Battle of Britain
Q80130,en,Nuremberg trials
Q153316,en,Battle of Crete
Q541958,en,Battle of Mulhouse
Q173129,en,1976 German Grand Prix
Q171715,en,1976 Italian Grand Prix
Q15503,en,1971 Austrian Grand Prix
Q20905,en,1973 Belgian Grand Prix
Q12466,en,1974 Argentine Grand Prix
Q171788,en,1974 Spanish Grand Prix
Q171603,en,1978 Swedish Grand Prix
Q171493,en,1979 South African Grand Prix
Q171679,en,1979 Italian Grand Prix
Q65467,en,1979 Canadian Grand Prix
Q171464,en,1982 United States Grand Prix West
Q138031,en,1982 British Grand Prix
Q254689,en,"Magnum, P.I."
Q10148,en,Eurovision Song Contest 2003
Q757107,en,2005 UEFA Champions League Final
Q521119,en,2007 UEFA Champions League Final
Q131386,en,Battle of Alesia
Q754576,en,Football at the 1968 Summer Olympics
Q1509262,en,Hamangia culture
Q603549,en,Battle of Nahavand
Q659310,en,Diving at the 1904 Summer Olympics
Q7642193,en,Super Bowl 50
Q474760,en,Super Bowl XXII
Q939802,en,Super Bowl XXXVII
Q585801,en,Super Bowl XIV
Q176843,en,Super Bowl XXXIV
Q1073479,en,Super Bowl XXXVI
Q912929,en,Super Bowl XVI
Q1965838,en,Super Bowl XIX
Q1307150,en,Super Bowl XXIII
Q1064807,en,Super Bowl XXIV
Q269655,en,Treaty of Shimonoseki
Q152033,en,2008 Sichuan earthquake
Q1775286,en,Deportation of the Crimean Tatars
Q647475,en,2003 FIFA Confederations Cup
Q840006,en,Battle of Stockach (1800)
Q546505,en,Battle of Stegeborg
Q371409,en,Battle of Stångebro
Q937332,en,Battle of Kircholm
Q312212,en,Battle of Nördlingen (1634)
Q426926,en,Battle of Warsaw (1656)
Q166001,en,Scanian War
Q151616,en,Great Northern War
Q918498,en,2005 FIFA World Youth Championship
Q383272,en,2007 Copa América
Q191948,en,Football at the 2008 Summer Olympics
Q58039558,en,2021 Copa América
Q723704,en,Immortal Game
Q1381914,en,World Chess Championship 1957
Q1580971,en,World Chess Championship 1958
Q1628115,en,World Chess Championship 1960
Q1579834,en,World Chess Championship 1961
Q42937,en,Trojan War
Q183674,en,2009 FIFA Confederations Cup
Q194793,en,3rd unofficial Chess Olympiad
Q205422,en,Battle of the Little Bighorn
Q233344,en,Battle of the Silarius River
Q339321,en,Battle of the Milvian Bridge
Q767848,en,Battle of Adrianople (324)
Q80034,en,Armenian genocide
Q268567,en,2006 FIFA World Cup Final
Q843573,en,1992–93 Serie A
Q772832,en,1996–97 Serie A
Q725800,en,2002 African Cup of Nations
Q461599,en,Battle of Leuctra
Q174253,en,Battle of Tegyra
Q213531,en,2004 Madrid train bombings
Q48432,en,1930 FIFA World Cup
Q907210,en,1939 South American Championship
Q735014,en,2004 Copa América
Q907176,en,1959 South American Championship (Argentina)
Q842684,en,1993 Copa América
Q831792,en,Siege of Zbarazh
Q907097,en,1953 South American Championship
Q573148,en,1979 Copa América
Q371708,en,Football at the 2004 Summer Olympics
Q842667,en,1921 South American Championship
Q842674,en,1922 South American Championship
Q212159,en,1929 South American Championship
Q280881,en,1947 South American Championship
Q849431,en,1949 South American Championship
Q132515,en,1950 FIFA World Cup
Q132533,en,1958 FIFA World Cup
Q672851,en,1963 South American Championship
Q182770,en,UEFA Euro 1984
Q582953,en,Battle of Debrecen
Q635007,en,1919 South American Championship
Q754483,en,Uruguay v Brazil (1950 FIFA World Cup)
Q837728,en,1989 Copa América
Q166551,en,1997 FIFA Confederations Cup
Q622842,en,1997 Copa América
Q633926,en,1999 Copa América
Q641797,en,1999 Copa América Final
Q715021,en,2002 FIFA World Cup Final
Q207729,en,2011 Copa América
Q17329128,en,Brazil v Germany (2014 FIFA World Cup)
Q1196008,en,1981 Summer Universiade
Q755519,en,2003–04 Serie A
Q947567,en,2003 UEFA Super Cup
Q12646,en,1997 Argentine Grand Prix
Q20953,en,1998 Belgian Grand Prix
Q362961,en,1998 Italian Grand Prix
Q15059,en,2000 Australian Grand Prix
Q20969,en,2000 Belgian Grand Prix
Q363051,en,2000 Italian Grand Prix
Q179326,en,2001 San Marino Grand Prix
Q65964,en,2001 Canadian Grand Prix
Q297238,en,2001 German Grand Prix
Q363713,en,2002 Malaysian Grand Prix
Q363270,en,2003 Italian Grand Prix
Q221055,en,2003 European Grand Prix
Q221611,en,2003 French Grand Prix
Q66018,en,2004 Canadian Grand Prix
Q383265,en,2004 United States Grand Prix
Q305818,en,2004 Japanese Grand Prix
Q305835,en,2005 Japanese Grand Prix
Q220824,en,2005 Chinese Grand Prix
Q4630356,en,2019 AFC Asian Cup
Q666747,en,1968 AFC Asian Cup
Q548634,en,1972 AFC Asian Cup
Q751506,en,1976 AFC Asian Cup
Q838409,en,2003 CONCACAF Gold Cup
Q755311,en,Association football at the 1956 Summer Olympics
Q222520,en,Battle of Bannockburn
Q1798567,en,1985 Mexico City earthquake
Q696679,en,Disgrace of Gijón
Q4592341,en,1997 Daytona 500
Q4594626,en,1999 Daytona 500
Q4604181,en,2005 Daytona 500
Q596782,en,2002 United States Grand Prix
Q33745,en,Peloponnesian War
Q192938,en,Battle of the Granicus
Q245156,en,Ubaid period
Q428101,en,Jemdet Nasr period
Q283364,en,Battle of Legnano
Q1512351,en,Super Bowl XXV
Q1576569,en,Super Bowl XXVI
Q27759,en,Battle of Crécy
Q201692,en,Battle of Poitiers
Q281648,en,Battle of Dupplin Moor
Q1887057,en,Battle of Halidon Hill
Q550172,en,War of the Breton Succession
Q2204399,en,Battle of Neville's Cross
Q676340,en,Siege of Calais (1346–1347)
Q127751,en,Wars of the Roses
Q906912,en,Battle of Wakefield
Q634629,en,Battle of Towton
Q1428169,en,Battle of Barnet
Q842796,en,First Battle of St Albans
Q233416,en,Second Battle of St Albans
Q378744,en,Super Bowl VII
Q1188158,en,Super Bowl VIII
Q1770746,en,Super Bowl XVII
Q1073454,en,Super Bowl XX
Q598389,en,Super Bowl XXXI
Q926745,en,Super Bowl XXXIX
Q597314,en,Super Bowl XLII
Q849079,en,Super Bowl XLVI
Q1710023,en,Super Bowl XLIX
Q216891,en,Eurovision Song Contest 1979
Q3628404,en,Athletics at the 1948 Summer Olympics – Women's long jump
Q3628598,en,Athletics at the 1952 Summer Olympics – Women's long jump
Q3628565,en,Athletics at the 1956 Summer Olympics – Women's long jump
Q695314,en,Battle of Soor
Q672977,en,1934 European Aquatics Championships
Q158054,en,Battle of Lissa (1866)
Q211087,en,Pan Am Flight 103
Q543165,en,Battle of Fort Sumter
Q128160,en,Cuban Missile Crisis
Q1046534,en,2010 UEFA Europa League Final
Q782192,en,2000 Australian Open
Q782245,en,2001 Australian Open
Q261898,en,2002 Australian Open
Q750792,en,2003 Australian Open
Q518011,en,2004 Australian Open
Q610343,en,2005 Australian Open
Q796849,en,2012 BNP Paribas Open
Q313329,en,Spartacist uprising
Q307034,en,1997 British Grand Prix
Q15062,en,2002 Australian Grand Prix
Q665623,en,2002 Hungarian Grand Prix
Q20978,en,2002 Belgian Grand Prix
Q54425,en,2003 Brazilian Grand Prix
Q363750,en,2004 Malaysian Grand Prix
Q15066,en,2005 Australian Grand Prix
Q363762,en,2005 Malaysian Grand Prix
Q594159,en,2005 Spanish Grand Prix
Q419628,en,2005 Monaco Grand Prix
Q363328,en,2005 Italian Grand Prix
Q15067,en,2006 Australian Grand Prix
Q419648,en,2006 Monaco Grand Prix
Q221100,en,2007 European Grand Prix
Q305858,en,2007 Japanese Grand Prix
Q54430,en,2007 Brazilian Grand Prix
Q15069,en,2008 Australian Grand Prix
Q171372,en,2008 Malaysian Grand Prix
Q17325,en,2008 Bahrain Grand Prix
Q171378,en,2008 Spanish Grand Prix
Q179425,en,2008 Turkish Grand Prix
Q179417,en,2008 Monaco Grand Prix
Q179390,en,2008 French Grand Prix
Q179354,en,2008 British Grand Prix
Q179403,en,2008 German Grand Prix
Q179379,en,2008 Hungarian Grand Prix
Q179346,en,2008 European Grand Prix
Q20997,en,2008 Belgian Grand Prix
Q179397,en,2008 Italian Grand Prix
Q179338,en,2008 Singapore Grand Prix
Q179363,en,2008 Chinese Grand Prix
Q54431,en,2008 Brazilian Grand Prix
Q172012,en,2009 Chinese Grand Prix
Q17332,en,2010 Bahrain Grand Prix
Q15071,en,2010 Australian Grand Prix
Q172938,en,2010 Malaysian Grand Prix
Q172950,en,2010 Chinese Grand Prix
Q172943,en,2010 Spanish Grand Prix
Q172924,en,2010 Monaco Grand Prix
Q172910,en,2010 Turkish Grand Prix
Q66081,en,2010 Canadian Grand Prix
Q172920,en,2010 European Grand Prix
Q172936,en,2010 British Grand Prix
Q161091,en,2010 German Grand Prix
Q172952,en,2010 Hungarian Grand Prix
Q21003,en,2010 Belgian Grand Prix
Q172942,en,2010 Italian Grand Prix
Q172939,en,2010 Singapore Grand Prix
Q172915,en,2010 Japanese Grand Prix
Q172935,en,2010 Korean Grand Prix
Q54433,en,2010 Brazilian Grand Prix
Q11914,en,2010 Abu Dhabi Grand Prix
Q17320,en,2006 Bahrain Grand Prix
Q15068,en,2007 Australian Grand Prix
Q220853,en,2007 Chinese Grand Prix
Q179368,en,2008 Japanese Grand Prix
Q23045135,en,2016 Abu Dhabi Grand Prix
Q1088879,en,Battle of Trebbia (1799)
Q1194172,en,Battle of Novi (1799)
Q705813,en,Battle of Hohenlinden
Q541626,en,Battle of Aspern-Essling
Q467777,en,Battle of Wagram
Q763551,en,Battle of Brienne
Q776552,en,Battle of Arcis-sur-Aube
Q597249,en,Battle of Fère-Champenoise
Q643541,en,1996 UEFA European Under-21 Championship
Q693549,en,Magdalenian
Q840289,en,2000 UEFA Cup Final
Q593732,en,1994 Spanish Grand Prix
Q65686,en,1994 Canadian Grand Prix
Q221550,en,1994 French Grand Prix
Q220969,en,1994 European Grand Prix
Q179306,en,1994 Japanese Grand Prix
Q15052,en,1994 Australian Grand Prix
Q515024,en,1994 Portuguese Grand Prix
Q515153,en,1995 Portuguese Grand Prix
Q220988,en,1996 European Grand Prix
Q173266,en,1996 Monaco Grand Prix
Q15055,en,1997 Australian Grand Prix
Q362937,en,1997 Italian Grand Prix
Q15588,en,1997 Austrian Grand Prix
Q220996,en,1997 European Grand Prix
Q15057,en,1998 Australian Grand Prix
Q516303,en,1998 San Marino Grand Prix
Q307063,en,1999 British Grand Prix
Q20962,en,1999 Belgian Grand Prix
Q172931,en,2000 British Grand Prix
Q173257,en,2000 Monaco Grand Prix
Q172918,en,2000 French Grand Prix
Q172944,en,2000 European Grand Prix
Q173141,en,2000 German Grand Prix
Q15594,en,2000 Austrian Grand Prix
Q54423,en,2001 Brazilian Grand Prix
Q15604,en,2001 Austrian Grand Prix
Q419556,en,2002 Monaco Grand Prix
Q15063,en,2003 Australian Grand Prix
Q363734,en,2003 Malaysian Grand Prix
Q221078,en,2005 European Grand Prix
Q363781,en,2007 Malaysian Grand Prix
Q17323,en,2007 Bahrain Grand Prix
Q594234,en,2007 Spanish Grand Prix
Q419664,en,2007 Monaco Grand Prix
Q215687,en,Boston Massacre
Q19024,en,Boston Tea Party
Q163883,en,Ten-Day War
Q1073645,en,Battle of Zhovti Vody
Q66118,en,2012 Canadian Grand Prix
Q233219,en,Second Battle of Ypres
Q548680,en,Second Battle of Champagne
Q906834,en,Battle of Nihriya
Q720641,en,Battle of Trenčín
Q6271,en,Second Punic War
Q597478,en,Battle of the Vorskla River
Q834498,en,Hunger War
Q687151,en,Gollub War
Q306961,en,1992 British Grand Prix
Q306984,en,1994 British Grand Prix
Q665391,en,1997 Hungarian Grand Prix
Q665117,en,1992 Hungarian Grand Prix
Q54415,en,1993 Brazilian Grand Prix
Q171576,en,1993 European Grand Prix
Q221541,en,1993 French Grand Prix
Q20939,en,1993 Belgian Grand Prix
Q362821,en,1993 Italian Grand Prix
Q20940,en,1994 Belgian Grand Prix
Q15053,en,1995 Australian Grand Prix
Q65916,en,1998 Canadian Grand Prix
Q297114,en,1998 German Grand Prix
Q65931,en,1999 Canadian Grand Prix
Q221590,en,1999 French Grand Prix
Q659207,en,2006 Commonwealth Games
Q221461,en,2006 Italian Grand Prix
Q171404,en,Circuit de Barcelona-Catalunya
Q258069,en,Battle of Segesvár
Q203729,en,Battle of Kadesh
Q152120,en,Wannsee Conference
Q122100,en,Continuation War
Q1144602,en,Sumgait pogrom
Q243979,en,Battle of the Nile
Q776609,en,Battle of Arcole
Q2001837,en,World Chess Championship 1963
Q1110013,en,World Chess Championship 1969
Q1999918,en,World Chess Championship 1978
Q2229816,en,World Chess Championship 1981
Q661537,en,World Chess Championship 1984
Q1807557,en,World Chess Championship 1987
Q1583964,en,World Chess Championship 1990
Q683588,en,FIDE World Chess Championship 1996
Q2562809,en,FIDE World Chess Championship 1998
Q584449,en,FIDE World Chess Championship 1999
Q692193,en,FIDE World Chess Championship 2002
Q700917,en,14th Chess Olympiad
Q1509609,en,17th Chess Olympiad
Q689191,en,18th Chess Olympiad
Q198544,en,19th Chess Olympiad
Q211241,en,20th Chess Olympiad
Q218769,en,21st Chess Olympiad
Q218761,en,23rd Chess Olympiad
Q73194,en,Battle of Dogger Bank (1915)
Q65714,en,1996 Canadian Grand Prix
Q65904,en,1997 Canadian Grand Prix
Q20947,en,1997 Belgian Grand Prix
Q577750,en,1997 Spanish Grand Prix
Q419497,en,1998 Monaco Grand Prix
Q15590,en,1998 Austrian Grand Prix
Q54422,en,2000 Brazilian Grand Prix
Q65948,en,2000 Canadian Grand Prix
Q20974,en,2001 Belgian Grand Prix
Q281818,en,2006 Malaysian Grand Prix
Q507730,en,2006 Hungarian Grand Prix
Q594198,en,2006 Spanish Grand Prix
Q596935,en,2006 United States Grand Prix
Q220844,en,2006 Chinese Grand Prix
Q305847,en,2006 Japanese Grand Prix
Q21000,en,2009 Belgian Grand Prix
Q173193,en,2009 Italian Grand Prix
Q14860087,en,2014 24 Hours of Le Mans
Q937255,en,Polish–Lithuanian–Teutonic War
Q76026,en,Greco-Persian Wars
Q60372,en,"Solar eclipse of March 20, 2015"
Q297098,en,1997 German Grand Prix
Q221005,en,1999 European Grand Prix
Q665664,en,2003 Hungarian Grand Prix
Q297306,en,2003 German Grand Prix
Q419607,en,2004 Monaco Grand Prix
Q221621,en,2004 French Grand Prix
Q363315,en,2004 Italian Grand Prix
Q173192,en,2004 Chinese Grand Prix
Q17319,en,2005 Bahrain Grand Prix
Q173161,en,2005 United States Grand Prix
Q66038,en,2006 Canadian Grand Prix
Q171361,en,2009 Malaysian Grand Prix
Q17328,en,2009 Bahrain Grand Prix
Q172912,en,2009 Spanish Grand Prix
Q172930,en,2009 Japanese Grand Prix
Q54432,en,2009 Brazilian Grand Prix
Q297429,en,2011 German Grand Prix
Q15072,en,2011 Australian Grand Prix
Q171383,en,2011 Monaco Grand Prix
Q221835,en,2011 Italian Grand Prix
Q178850,en,Battle of Salamis
Q179077,en,Pontiac's War
Q264229,en,2nd World Scout Jamboree
Q162284,en,Battle of Kiev (1941)
Q253684,en,French campaign in Egypt and Syria
Q217043,en,Olduvai Gorge
Q188495,en,Battle of Agincourt
Q551549,en,Battle of Chojnice (1454)
Q1062923,en,Whitechapel murders
Q927724,en,1st World Scout Jamboree
Q240919,en,20th World Scout Jamboree
Q213445,en,21st World Scout Jamboree
Q639202,en,57th Golden Globe Awards
Q211478,en,Eurovision Song Contest 1988
Q24074866,en,2016 Billboard Music Awards
Q924600,en,War against Sigismund
Q630307,en,2005 World Championships in Athletics
Q187650,en,Great Purge
Q324916,en,Battle of Solferino
Q181278,en,2020 Summer Olympics
Q604100,en,Sredny Stog culture
Q611403,en,2007 Hungarian Grand Prix
Q172927,en,2009 Singapore Grand Prix
Q11912,en,2009 Abu Dhabi Grand Prix
Q166246,en,1st unofficial Chess Olympiad
Q23748192,en,Tennis at the 2016 Summer Olympics – Women's doubles
Q472904,en,1997 Australian Open
Q18129372,en,2015 WTA Finals
Q838635,en,Water polo at the 1924 Summer Olympics
Q832986,en,Water polo at the 1928 Summer Olympics
Q152295,en,Battle of Worringen
Q1241936,en,Battle of Pákozd
Q82664,en,Iran–Iraq War
Q242644,en,Battle of Caporetto
Q49100,en,Yom Kippur War
Q282159,en,50th Academy Awards
Q180182,en,Battle of Iwo Jima
Q48314,en,Battle of Waterloo
Q913024,en,Athletics at the 1896 Summer Olympics – Men's 100 metres
Q116831,en,Athletics at the 1896 Summer Olympics – Men's triple jump
Q203245,en,Eurovision Song Contest 1960
Q973618,en,UEFA Euro 1972 Final
Q944139,en,UEFA Euro 1988 Final
Q639367,en,Swimming at the 1936 Summer Olympics
Q541506,en,Battle of Prokhorovka
Q1187701,en,Eleventh Battle of the Isonzo
Q836944,en,Battle of the Frigidus
Q203975,en,Eurovision Song Contest 1965
Q171784,en,Eurovision Song Contest 1956
Q15215081,en,Eurovision Song Contest 2015
Q211484,en,Eurovision Song Contest 1994
Q10150,en,Eurovision Song Contest 2004
Q209678,en,Eurovision Song Contest 1995
Q207815,en,Eurovision Song Contest 1996
Q10151,en,Eurovision Song Contest 2005
Q10153,en,Eurovision Song Contest 2007
Q10160,en,Eurovision Song Contest 2011
Q10161,en,Eurovision Song Contest 2012
Q6015709,en,Eurovision Song Contest 2016
Q23055386,en,Eurovision Song Contest 2017
Q211494,en,Eurovision Song Contest 1977
Q153578,en,Eurovision Song Contest 1983
Q211490,en,Eurovision Song Contest 1973
Q211487,en,Eurovision Song Contest 1992
Q202110,en,Eurovision Song Contest 1998
Q203983,en,Eurovision Song Contest 1964
Q154846,en,Eurovision Song Contest 1957
Q188517,en,Eurovision Song Contest 1958
Q11117,en,Eurovision Song Contest 1999
Q9095390,en,Eurovision Song Contest 2019
Q614574,en,Eureka (American TV series)
Q751139,en,1977 Vrancea earthquake
Q128996,en,Battle of Akroinon
Q929661,en,1992 Cannes Film Festival
Q945315,en,2006 Cannes Film Festival
Q159644,en,Treaty on the Final Settlement with Respect to Germany
Q655777,en,Battle of the Allia
Q82908,en,Stockholm Convention on Persistent Organic Pollutants
Q675796,en,2004 Monte Carlo Rally
Q161079,en,2009 German Grand Prix
Q233343,en,Second Battle of Bull Run
Q943277,en,Battle of Shiloh
Q33143,en,Seven Years' War
Q1366089,en,Battle of Fort Henry
Q601359,en,Battle of Fort Donelson
Q1362021,en,Siege of Corinth
Q688939,en,Treaty of Baden (1714)
Q675999,en,Battle of the Downs
Q645715,en,1959 Cannes Film Festival
Q593901,en,1961 Cannes Film Festival
Q535295,en,Down and Dirty (film)
Q436487,en,A Day at the Races Tour
Q161859,en,Pact of Steel
